성서번호	성서	장	절	문장
1	창세기	40	20	"그리고 사흘째 되는 날, 그 날은 파라오의 생일이어서 왕은 신하들을 다 모아놓고 잔치를 베풀었다. 술잔을 드리는 시종장과 빵을 구워 올리는 시종장은 신하들이 모인 자리에 불려 나왔다."
1	창세기	40	21	"그런데 술잔을 드리는 시종장은 술잔을 드리는 자리에 복직되어 파라오의 손에 잔을 올리게 되었으나,"
1	창세기	40	22	빵을 구워 올리는 시종장은 매달려 죽었다. 이렇게 그들은 요셉이 해몽해 준 대로 되었다.
1	창세기	40	23	그러나 술잔을 드리는 시종장은 요셉을 까마득하게 잊어버렸다.
1	창세기	41	1	그로부터 세월이 이 년이나 흐른 뒤 파라오가 꿈을 꾸었다. 그는 나일 강 가에 서 있었다.
1	창세기	41	2	난데없이 살이 찌고 잘생긴 암소 일곱 마리가 강에서 나와 갈대 풀을 뜯고 있었다.
1	창세기	41	3	"그런데 곧 이어 여위고 볼품없는 암소 일곱 마리가 뒤따라 나오는 것이었다. 그 여위고 볼품없는 소들은 강가에 먼저 나와 있는 소들 곁으로 가는가 했더니,"
1	창세기	41	4	이내 그 살이 찌고 잘생긴 소들을 잡아먹었다. 그러는데 파라오는 꿈에서 깨어났다.
1	창세기	41	5	그러나 그는 다시 잠이 들어 다시 꿈을 꾸었다. 이번에는 줄기 하나에서 일곱 이삭이 나와 토실토실 여물어가는 것이 보였다.
1	창세기	41	6	그런데 뒤이어 돋아난 일곱 이삭은 샛바람에 말라 여물지 못하는 것이었다.
1	창세기	41	7	더욱이 그 마른 이삭이 토실토실하게 잘 여문 일곱 이삭을 삼켜버리는 것이었다. 그러는데 파라오는 잠에서 깨어나 그것이 꿈인 줄 알게 되었다.
1	창세기	41	8	파라오는 아침부터 마음이 뒤숭숭하여 사람을 보내어 이집트의 마술사와 현자들을 다 불러들이고는 꿈 이야기를 들려주었다. 그러나 아무도 파라오의 꿈을 풀지 못했다.
1	창세기	41	9	"그 때 술잔을 드리는 시종장이 파라오에게 아뢰었다. ""오늘에야 제 잘못이 생각납니다."
1	창세기	41	10	언젠가 폐하께서 소신과 빵 구워 올리는 시종장에게 노하셔서 경호대장 댁 감옥에 집어넣으신 일이 있으셨습니다.
1	창세기	41	11	소신과 그는 같은 날 밤에 꿈을 꾸었는데 두 꿈의 내용이 너무나 달랐습니다.
1	창세기	41	12	"그 때 거기에는 우리와 함께 젊은 히브리 사람 하나가 있었는데 그는 경호대장의 종이었습니다. 저희들이 꿈 이야기를 들려주었더니, 그는 그 꿈을 하나 하나 풀이해 주었습니다."
1	창세기	41	13	"그리고 그가 우리에게 해몽해 준 대로 소신은 복직이 되었고 나머지 한 사람은 매달려 죽었습니다."""
1	창세기	41	14	파라오는 곧 사람을 보내어 요셉을 불러오라고 영을 내렸다. 그들은 서둘러서 그를 구덩이에서 끌어내었다. 그가 면도하고 옷을 갈아입고 파라오 앞에 나서자
1	창세기	41	15	"파라오는 요셉에게 이렇게 말하는 것이었다. ""내가 꿈을 하나 꾸었는데 아무도 풀 사람이 없다. 그러던 중에, 너는 꿈 이야기를 듣기만 하면 푼다는 말을 내가 들었다."""
1	창세기	41	16	"요셉이 파라오에게 대답하였다. ""저에게 무슨 그런 힘이 있겠습니까? 폐하께 복된 말씀을 일러주실 이는 하느님뿐이십니다."""
1	창세기	41	17	"파라오는 요셉에게 이야기를 들려주기 시작하였다. ""나는 꿈에 나일 강 가에 서 있었다."
1	창세기	41	18	난데없이 살이 찌고 잘생긴 암소 일곱 마리가 강에서 나와 갈대풀을 뜯는 것이었다.
1	창세기	41	19	이어 암소 일곱 마리가 뒤따라 나왔는데 나는 이집트 온 땅에서 그렇게도 볼품없고 여윈 소는 처음 보았다.
1	창세기	41	20	그런데 여위고 볼품없는 그 소들이 먼저 나온 살진 일곱 마리 소를 잡아먹는 것이었다.
1	창세기	41	21	"그러나 이렇게 잡아먹고도 여전히 볼품없어서 그것들이 다른 소를 잡아먹었으려니 짐작할 수도 없었다. 그 때 마침 나는 깨어났다가,"
1	창세기	41	22	다시 꿈을 꾸었는데 이번에는 줄기 하나에서 이삭 일곱이 돋아나 토실토실 여물어갔다.
1	창세기	41	23	그러나 곧 뒤이어 돋아난 일곱 이삭은 샛바람에 말라 여물지 못하는 것이었다.
1	창세기	41	24	"그런데 그 마른 이삭이 잘 여문 일곱 이삭을 삼켜버렸다. 내가 이 이야기를 마술사들에게 했으나 그 뜻을 일러주는 자는 아무도 없었다."""
1	창세기	41	25	"폐하의 꿈은 결국 같은 내용입니다. 하고 요셉이 파라오에게 말하였다. ""앞으로 될 일을 하느님께서 폐하께 미리 알려주신 것입니다."
1	창세기	41	26	잘생긴 암소 일곱 마리는 일곱 해를 말합니다. 잘 여문 이삭 일곱도 일곱 해를 말합니다. 그러므로 그 꿈은 결국 같은 내용입니다.
1	창세기	41	27	뒤따라 나타난 마르고 볼품없는 일곱 암소나 샛바람에 말라 비틀어진 일곱 이삭도 일곱 해를 말합니다. 이것은 흉년이 일곱 해 계속될 것을 보여주는 것입니다.
1	창세기	41	28	폐하께 이미 말씀드린 것같이 폐하께서 하실 일을 하느님께서 미리 보여주신 것입니다.
1	창세기	41	29	앞으로 올 일곱 해 동안 이집트 온 땅에는 대풍이 들겠습니다.
1	창세기	41	30	그러나 곧 뒤이어 흉년이 일곱 해 계속될 것입니다. 이집트 땅에서 언제 배불리 먹은 일이 있었더냐는 듯이 옛일을 까마득히 잊어버리게 될 것입니다. 이런 흉년으로 나라는 끝장이 납니다.
1	창세기	41	31	이렇듯이 뒤따라오는 흉년은 하도 심해서 배부르다는 것이 어떤 것인지조차 아는 사람이 없게 될 것입니다.
1	창세기	41	32	폐하께서 같은 꿈을 두 번씩이나 꾸신 것은 하느님께서 이런 일을 어김없이 하시기로 정하셨고 또 지체없이 그대로 하시리라는 것을 말해 주는 것입니다.
1	창세기	41	33	그러니 폐하께서는 슬기롭고 지혜로운 사람을 뽑아 세워 이집트 온 땅을 다스리게 하시는 것이 좋겠습니다.
1	창세기	41	34	이 나라 일을 감독할 자들을 세우시어 풍작이 계속되는 일곱 해 동안 이집트 땅에서 나는 것을 그 오분의 일씩 받아들이도록 조처하십시오.
1	창세기	41	35	앞으로 올 좋은 세월 동안 온갖 식량을 거두어들이셔야 합니다. 폐하의 권한으로 밀을 거두어들여 도시들에 식량을 저장하도록 하십시오.
1	창세기	41	36	"그 식량은 이집트 땅에 일곱 해 계속될 흉작에 대비하는 것입니다. 이렇게 하면 온 나라가 기근으로 망하는 일을 면할 것입니다."""
1	창세기	41	37	파라오와 그의 모든 신하는 이 제안이 좋아보였다.
1	창세기	41	38	"그리하여 파라오는 자기 신하들에게, ""우리가 이처럼 신통력을 지닌 사람을 어디서 찾겠느냐?"" 하고는"
1	창세기	41	39	"요셉에게 부탁하였다. ""하느님께서 너에게 이 모든 것을 알려주셨으니 너만큼 슬기롭고 지혜로운 사람이 어디 있겠는가?"
1	창세기	41	40	"그러니 나의 온 왕궁을 네 수하에 두겠다. 내 백성은 다 네가 시키는 대로 따를 것이다. 내가 너보다 높다는 것은 이 자리에 앉았다는 것뿐이다."""
1	창세기	41	41	"그리고 파라오는 요셉에게 ""내가 너를 이집트 온 땅의 통치자로 세운다."" 하며,"
1	창세기	41	42	손에서 옥새 반지를 빼어 요셉의 손에 끼워주고는 고운 모시 옷을 입혀준 다음 목에다 금목걸이를 걸어주었다.
1	창세기	41	43	"그리고는 요셉을 자기의 병거에 버금가는 병거에 태우고 행차할 때마다 앞서가며 ""물렀거라."" 하고 외치게 하였다. 이렇게 그를 이집트 온 땅의 통치자로 세운 다음,"
1	창세기	41	44	"파라오는 요셉에게 일렀다. ""내가 왕이지만 너의 승낙 없이는 이집트 전국에서 사람들은 손 하나 발 하나 움직이지 못할 것이다."""
1	창세기	41	45	파라오는 요셉에게 사브낫바네아라는 새 이름을 지어주고 온이라는 곳의 사제 보디베라의 딸 아세낫을 아내로 주었다. 이렇게 하여 요셉은 이집트 온 땅의 통치자로 나타났다.
1	창세기	41	46	요셉이 이집트 왕 파라오를 섬기기 시작했을 때 그의 나이는 삼십 세였다. 요셉은 파라오의 앞에서 물러나와 이집트 전국을 순찰하였다.
1	창세기	41	47	칠 년 동안 풍년이 들어 땅에서는 많은 소출이 났다.
1	창세기	41	48	이렇게 이집트 땅에서 칠 년 동안 생산된 각종 많은 식량을 그는 거두어들였다. 그리고 그 식량을 여러 도시에 갈무리해 두었다. 도시마다 근처 밭에서 나는 식량을 저장시켰다.
1	창세기	41	49	이렇게 요셉이 갈무리한 밀은 바다의 모래 더미 같았다. 마침내 너무 많아서 계산할 수 없어 기록을 중단할 수밖에 없이 되었다.
1	창세기	41	50	흉년이 오기 전에 요셉은 온이라는 곳의 사제 보디베라의 딸 아세낫에게서 두 아들을 얻었다.
1	창세기	41	51	하느님께서 나의 온갖 쓰라림과 아버지의 집 생각을 잊게 하셨다. 하면서 요셉은 맏아들의 이름을 므나쎄라 지었다.
1	창세기	41	52	"둘째는 ""내가 고생하던 이 땅에서 하느님께서는 나를 번성하게 하셨다."" 하면서 이름을 에브라임이라 지었다."
1	창세기	41	53	"이집트 땅에서 칠 년이나 풍년이 들어 흥청댔지만, 그런 세월이 다 지나자,"
1	창세기	41	54	요셉이 말한 대로 칠 년 동안 흉년이 계속되어 온 세상에 기근이 들지 않은 나라가 없었다. 그러나 이집트 온 땅에는 양식이 있었다.
1	창세기	41	55	"이집트 온 땅에 흉년이 들자 백성들은 파라오에게 양식을 달라고 호소하였다. 파라오는 온 이집트 백성들에게 ""요셉에게로 가서 그가 시키는 대로 하여라."" 하고 명하였다."
1	창세기	41	56	기근이 온 땅을 휩쓸고 있는 동안 요셉은 모든 창고를 열고 이집트 사람들에게 곡식을 팔았다. 이집트 땅에 기근은 날로 심해 갔다.
1	창세기	41	57	그 기근은 온 세계를 휩쓸고 있었으므로 세상 사람들이 모두 곡식을 사려고 이집트로 가서 요셉에게 몰려들었다.
1	창세기	42	1	"야곱은 이집트에 곡식이 있다는 것을 알고 아들들에게 말하였다. ""왜 서로 얼굴들만 쳐다보고 있느냐?"
1	창세기	42	2	"내가 들으니 이집트엔 곡식이 있다더라. 그러니 내려가 곡식을 사오너라. 어떻게든지 살아야지 이러고 있다가 그냥 죽을 수야 없지 않느냐?"""
1	창세기	42	3	그래서 요셉의 열 형은 이집트로 밀을 사러 떠났다.
1	창세기	42	4	그러나 야곱은 요셉의 아우 베냐민만은 형들과 함께 보내지 않았다. 베냐민이 무슨 변이라도 당하면 어떻게 하나 걱정스러웠던 것이다.
1	창세기	42	5	가나안 땅에도 기근이 들었기 때문에 이스라엘의 아들들도 다른 사람들 틈에 끼여 곡식을 사러 내려가지 않을 수 없었다.
1	창세기	42	6	그 때에 요셉은 이미 그 땅의 통치자가 되어 있었다. 그가 바로 그 땅 온 백성에게 곡식을 파는 책임자였다. 요셉의 형들은 도착하는 길로 얼굴을 땅에 대고 그에게 절을 했다.
1	창세기	42	7	"요셉은 형들을 보자 곧 알아보면서도 남을 대하듯이 거칠게 말하였다. ""너희는 어디서 온 자들이냐?"" 그들이 대답하였다. ""가나안 땅에서 양식을 사러 왔습니다."""
1	창세기	42	8	"형들은 요셉을 알아보지 못했으나, 요셉은 형들을 알아보고"
1	창세기	42	9	"형들이 이렇게 되리라 꾸었던 꿈을 생각하면서 을러메었다. ""너희들은 간첩이지? 이 땅의 허점을 살피러 왔지?"""
1	창세기	42	10	"그러자 형들은 변명을 늘어놓았다. ""아닙니다. 나리, 소인들은 그저 양식을 사러 왔을 뿐입니다."
1	창세기	42	11	"우리는 모두 한 아버지의 자식입니다. 우리는 거짓말할 줄 모르는 사람입니다. 절대로 간첩이 아닙니다."""
1	창세기	42	12	"그가 말하였다. ""그럴 리가 없다. 너희는 틀림없이 이 땅의 허점을 살피러 왔어."""
1	창세기	42	13	"그들이 대답하였다. ""소인들은 본래 열두 형제였습니다. 우리는 한 아버지의 아들들인데, 아버지는 지금 가나안 땅에 계십니다. 막내 동생은 지금도 아버지와 함께 있습니다. 동생 하나는 없어졌습니다."""
1	창세기	42	14	내 말이 틀림없다. 너희는 간첩이야. 하고 요셉은 을러메었다.
1	창세기	42	15	"너희를 시험해 봐야겠다. 너희 막내 동생을 이리로 데려오지 않고서는, 파라오가 살아 계시는 한, 여기에서 절대로 나갈 수 없다."
1	창세기	42	16	"너희 가운데서 한 사람을 보내어 동생을 데려오너라. 그 동안 너희는 옥에서 기다리고 있어야 한다. 너희 말이 참말인지 시험해 봐야겠다. 만일 데려오지 못하면 그 때엔 파라오가 살아 계시는 것처럼 너희가 간첩이라는 것이 틀림없는 것이다."""
1	창세기	42	17	그리고서 사흘 동안 그들을 감옥에 가두어두었다.
1	창세기	42	18	"사흘째 되던 날, 요셉은 그들에게 이렇게 말하였다. ""나도 하느님 두려운 줄 아는 사람이다. 그러니 너희는 이렇게 하여라. 그래야 살 수 있다."
1	창세기	42	19	"만일 너희가 정직한 사람이라면, 너희 형제 중 한 사람만 감옥에 남겨두고 나머지는 너희 집안 식구들이 굶어 죽지 않도록 곡식을 가지고 가거라."
1	창세기	42	20	"그리고서 너희 막내 동생을 나에게로 데려오너라. 그렇게 하면 너희 말이 참말이라는 것이 밝혀지고 너희는 죽음을 면할 것이다."" 그들은 그대로 하기로 하고"
1	창세기	42	21	"서로들 수군거리기 시작하였다. ""사실이지, 우리가 동생에게 그 짓을 하고 어떻게 벌을 면하겠니? 그렇게 가슴 아프게 애원하는 것을 보면서도 못 들은 체했는데! 그 때문에 우리가 이런 곤경에 빠진 거야."""
